Planet Name,Planet Radius (Earth),Planet Mass (Earth),Orbital Distance (AU),Star Temperature (K),Habitability Label,Text Description
K2-36 b,1.43,4.3,0.02288,4916.0,0,"K2-36 b is similar in size to Earth with a few times Earth's mass. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 1.43 Earth radii, a mass of 4.30 Earth masses, an orbital distance of 0.02 AU, and its star's effective temperature is 4916 K."
K2-36 b,1.43,3.9,0.0223,4916.0,0,"K2-36 b is similar in size to Earth with a few times Earth's mass. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 1.43 Earth radii, a mass of 3.90 Earth masses, an orbital distance of 0.02 AU, and its star's effective temperature is 4916 K."
K2-36 c,3.2,7.8,0.054,4916.0,0,"K2-36 c is a Neptune-sized planet with significantly more massive than Earth. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 3.20 Earth radii, a mass of 7.80 Earth masses, an orbital distance of 0.05 AU, and its star's effective temperature is 4916 K."
K2-36 c,3.2,7.9,0.05528,4916.0,0,"K2-36 c is a Neptune-sized planet with significantly more massive than Earth. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 3.20 Earth radii, a mass of 7.90 Earth masses, an orbital distance of 0.06 AU, and its star's effective temperature is 4916 K."
K2-38 b,1.54,7.3,0.04994,5731.0,0,"K2-38 b is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 1.54 Earth radii, a mass of 7.30 Earth masses, an orbital distance of 0.05 AU, and its star's effective temperature is 5731 K."
K2-38 b,1.55,12.0,0.0506,5757.0,0,"K2-38 b is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 1.55 Earth radii, a mass of 12.00 Earth masses, an orbital distance of 0.05 AU, and its star's effective temperature is 5757 K."
K2-38 b,1.655,7.7,0.0503,5705.0,0,"K2-38 b is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 1.66 Earth radii, a mass of 7.70 Earth masses, an orbital distance of 0.05 AU, and its star's effective temperature is 5705 K."
K2-38 c,2.29,8.3,0.09514,5731.0,0,"K2-38 c is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 2.29 Earth radii, a mass of 8.30 Earth masses, an orbital distance of 0.10 AU, and its star's effective temperature is 5731 K."
K2-38 c,2.42,9.9,0.0964,5757.0,0,"K2-38 c is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 2.42 Earth radii, a mass of 9.90 Earth masses, an orbital distance of 0.10 AU, and its star's effective temperature is 5757 K."
K2-38 c,2.49,7.4,0.0959,5705.0,0,"K2-38 c is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 2.49 Earth radii, a mass of 7.40 Earth masses, an orbital distance of 0.10 AU, and its star's effective temperature is 5705 K."
K2-39 b,5.71,39.8,0.0574,4912.0,0,"K2-39 b is a Neptune-sized planet with a very massive planet. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 5.71 Earth radii, a mass of 39.80 Earth masses, an orbital distance of 0.06 AU, and its star's effective temperature is 4912 K."
K2-39 b,8.2,50.3,0.062,4881.0,0,"K2-39 b is a Neptune-sized planet with a very massive planet. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 8.20 Earth radii, a mass of 50.30 Earth masses, an orbital distance of 0.06 AU, and its star's effective temperature is 4881 K."
K2-415 b,1.015,7.5,0.027,3173.0,0,"K2-415 b is similar in size to Earth with significantly more massive than Earth. It orbits very close to its star around a cool, red star. Numerically, it has a radius of 1.01 Earth radii, a mass of 7.50 Earth masses, an orbital distance of 0.03 AU, and its star's effective temperature is 3173 K."
K2-416 b,2.66,1652.7077164,0.088,3746.0,0,"K2-416 b is a super-Earth or mini-Neptune with an extremely massive planet. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 2.66 Earth radii, a mass of 1652.71 Earth masses, an orbital distance of 0.09 AU, and its star's effective temperature is 3746 K."
K2-417 b,3.31,699.2224954,0.063,3861.0,0,"K2-417 b is a Neptune-sized planet with an extremely massive planet. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 3.31 Earth radii, a mass of 699.22 Earth masses, an orbital distance of 0.06 AU, and its star's effective temperature is 3861 K."
K2-419 A b,10.55,196.0,0.1208,3711.0,0,"K2-419 A b is a gas giant much larger than Earth with an extremely massive planet. It orbits in a close-in orbit around its star around a relatively cool, Sun-like star. Numerically, it has a radius of 10.55 Earth radii, a mass of 196.00 Earth masses, an orbital distance of 0.12 AU, and its star's effective temperature is 3711 K."
K2-60 b,7.655747,135.39558,0.045,5500.0,0,"K2-60 b is a Neptune-sized planet with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 7.66 Earth radii, a mass of 135.40 Earth masses, an orbital distance of 0.04 AU, and its star's effective temperature is 5500 K."
K2-66 b,2.49,21.3,0.05983,5887.0,0,"K2-66 b is a super-Earth or mini-Neptune with a very massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 2.49 Earth radii, a mass of 21.30 Earth masses, an orbital distance of 0.06 AU, and its star's effective temperature is 5887 K."
K2-79 b,4.09,9.2,0.0988,5897.0,0,"K2-79 b is a Neptune-sized planet with significantly more massive than Earth. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 4.09 Earth radii, a mass of 9.20 Earth masses, an orbital distance of 0.10 AU, and its star's effective temperature is 5897 K."
K2-97 b,13.45077684,174.48779544,0.0854,4673.0,0,"K2-97 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 13.45 Earth radii, a mass of 174.49 Earth masses, an orbital distance of 0.09 AU, and its star's effective temperature is 4673 K."
K2-98 b,4.3,32.2,0.0943,6120.0,0,"K2-98 b is a Neptune-sized planet with a very massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 4.30 Earth radii, a mass of 32.20 Earth masses, an orbital distance of 0.09 AU, and its star's effective temperature is 6120 K."
K2-98 b,5.06645928,34.00763955,0.0986,6260.0,0,"K2-98 b is a Neptune-sized planet with a very massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 5.07 Earth radii, a mass of 34.01 Earth masses, an orbital distance of 0.10 AU, and its star's effective temperature is 6260 K."
K2-99 b,14.45961,308.2951,0.159,5990.0,0,"K2-99 b is a gas giant much larger than Earth with an extremely massive planet. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 14.46 Earth radii, a mass of 308.30 Earth masses, an orbital distance of 0.16 AU, and its star's effective temperature is 5990 K."
K2-99 b,11.88151954,276.51071409,0.153,6069.0,0,"K2-99 b is a gas giant much larger than Earth with an extremely massive planet. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 11.88 Earth radii, a mass of 276.51 Earth masses, an orbital distance of 0.15 AU, and its star's effective temperature is 6069 K."
KELT-1 b,12.442,8654.15,0.02466,6516.0,0,"KELT-1 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 12.44 Earth radii, a mass of 8654.15 Earth masses, an orbital distance of 0.02 AU, and its star's effective temperature is 6516 K."
KELT-10 b,15.681391,215.80657,0.0525,5948.0,0,"KELT-10 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 15.68 Earth radii, a mass of 215.81 Earth masses, an orbital distance of 0.05 AU, and its star's effective temperature is 5948 K."
KELT-11 b,15.35633,61.97685,0.06229,5370.0,0,"KELT-11 b is a gas giant much larger than Earth with a very massive planet. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 15.36 Earth radii, a mass of 61.98 Earth masses, an orbital distance of 0.06 AU, and its star's effective temperature is 5370 K."
KELT-11 b,15.13212395,65.15482343,0.0623,5375.0,0,"KELT-11 b is a gas giant much larger than Earth with a very massive planet. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 15.13 Earth radii, a mass of 65.15 Earth masses, an orbital distance of 0.06 AU, and its star's effective temperature is 5375 K."
KELT-12 b,19.95202,301.9385,0.06708,6279.0,0,"KELT-12 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 19.95 Earth radii, a mass of 301.94 Earth masses, an orbital distance of 0.07 AU, and its star's effective temperature is 6279 K."
KELT-14 b,17.03768,380.12468,0.02956,5802.0,0,"KELT-14 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 17.04 Earth radii, a mass of 380.12 Earth masses, an orbital distance of 0.03 AU, and its star's effective temperature is 5802 K."
KELT-14 b,19.537287,408.09372,0.03005,5720.0,0,"KELT-14 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 19.54 Earth radii, a mass of 408.09 Earth masses, an orbital distance of 0.03 AU, and its star's effective temperature is 5720 K."
KELT-15 b,16.174587,289.2253,0.04613,6003.0,0,"KELT-15 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 16.17 Earth radii, a mass of 289.23 Earth masses, an orbital distance of 0.05 AU, and its star's effective temperature is 6003 K."
KELT-16 b,15.860735,874.0325,0.02044,6236.0,0,"KELT-16 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 15.86 Earth radii, a mass of 874.03 Earth masses, an orbital distance of 0.02 AU, and its star's effective temperature is 6236 K."
KELT-17 b,17.093725,416.3573,0.04881,7454.0,0,"KELT-17 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a very hot, blue star. Numerically, it has a radius of 17.09 Earth radii, a mass of 416.36 Earth masses, an orbital distance of 0.05 AU, and its star's effective temperature is 7454 K."
KELT-18 b,17.59813,375.0394,0.0455,6670.0,0,"KELT-18 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 17.60 Earth radii, a mass of 375.04 Earth masses, an orbital distance of 0.05 AU, and its star's effective temperature is 6670 K."
KELT-19 A b,21.40919,1293.5681,0.0637,7500.0,0,"KELT-19 A b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a very hot, blue star. Numerically, it has a radius of 21.41 Earth radii, a mass of 1293.57 Earth masses, an orbital distance of 0.06 AU, and its star's effective temperature is 7500 K."
KELT-2 A b,14.4147,483.717,0.05496,6151.0,0,"KELT-2 A b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 14.41 Earth radii, a mass of 483.72 Earth masses, an orbital distance of 0.05 AU, and its star's effective temperature is 6151 K."
KELT-2 A b,14.45961,485.32641,0.05497,6148.0,0,"KELT-2 A b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 14.46 Earth radii, a mass of 485.33 Earth masses, an orbital distance of 0.05 AU, and its star's effective temperature is 6148 K."
KELT-20 b,19.514869,1074.90106,0.0542,8720.0,0,"KELT-20 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a very hot, blue star. Numerically, it has a radius of 19.51 Earth radii, a mass of 1074.90 Earth masses, an orbital distance of 0.05 AU, and its star's effective temperature is 8720 K."
KELT-20 b,20.51247,5403.11,0.057,8980.0,0,"KELT-20 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a very hot, blue star. Numerically, it has a radius of 20.51 Earth radii, a mass of 5403.11 Earth masses, an orbital distance of 0.06 AU, and its star's effective temperature is 8980 K."
KELT-21 b,17.777474,1242.7153,0.05224,7598.0,0,"KELT-21 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a very hot, blue star. Numerically, it has a radius of 17.78 Earth radii, a mass of 1242.72 Earth masses, an orbital distance of 0.05 AU, and its star's effective temperature is 7598 K."
KELT-23 A b,14.829507,298.12454,0.03302,5899.0,0,"KELT-23 A b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 14.83 Earth radii, a mass of 298.12 Earth masses, an orbital distance of 0.03 AU, and its star's effective temperature is 5899 K."
KELT-24 b,15.24421375,1334.8793094,0.067,6415.0,0,"KELT-24 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 15.24 Earth radii, a mass of 1334.88 Earth masses, an orbital distance of 0.07 AU, and its star's effective temperature is 6415 K."
KELT-24 b,12.71098411,1458.83238813,0.0665,6426.0,0,"KELT-24 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 12.71 Earth radii, a mass of 1458.83 Earth masses, an orbital distance of 0.07 AU, and its star's effective temperature is 6426 K."
KELT-24 b,14.257848,1646.3594,0.06969,6509.0,0,"KELT-24 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 14.26 Earth radii, a mass of 1646.36 Earth masses, an orbital distance of 0.07 AU, and its star's effective temperature is 6509 K."
KELT-3 b,15.076,469.415,0.04122,6306.0,0,"KELT-3 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 15.08 Earth radii, a mass of 469.42 Earth masses, an orbital distance of 0.04 AU, and its star's effective temperature is 6306 K."
KELT-3 b,15.076105,469.75274,0.04123,6308.0,0,"KELT-3 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 15.08 Earth radii, a mass of 469.75 Earth masses, an orbital distance of 0.04 AU, and its star's effective temperature is 6308 K."
KELT-4 A b,19.044091,286.68266,0.04317,6206.0,0,"KELT-4 A b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 19.04 Earth radii, a mass of 286.68 Earth masses, an orbital distance of 0.04 AU, and its star's effective temperature is 6206 K."
KELT-6 b,13.372,136.661,0.07939,6102.0,0,"KELT-6 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 13.37 Earth radii, a mass of 136.66 Earth masses, an orbital distance of 0.08 AU, and its star's effective temperature is 6102 K."
KELT-6 b,13.22662,140.48086,0.0804,6272.0,0,"KELT-6 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 13.23 Earth radii, a mass of 140.48 Earth masses, an orbital distance of 0.08 AU, and its star's effective temperature is 6272 K."
KELT-6 b,13.22662,141.0,0.08,6272.0,0,"KELT-6 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 13.23 Earth radii, a mass of 141.00 Earth masses, an orbital distance of 0.08 AU, and its star's effective temperature is 6272 K."
KELT-7 b,17.183397,406.8224,0.04415,6789.0,0,"KELT-7 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 17.18 Earth radii, a mass of 406.82 Earth masses, an orbital distance of 0.04 AU, and its star's effective temperature is 6789 K."
KELT-8 b,20.84874,272.69814,0.0455,5754.0,0,"KELT-8 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 20.85 Earth radii, a mass of 272.70 Earth masses, an orbital distance of 0.05 AU, and its star's effective temperature is 5754 K."
KELT-8 b,20.84874,275.55861,0.04571,5754.0,0,"KELT-8 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 20.85 Earth radii, a mass of 275.56 Earth masses, an orbital distance of 0.05 AU, and its star's effective temperature is 5754 K."
KELT-9 b,21.196219,915.3504,0.03462,10170.0,0,"KELT-9 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a very hot, blue star. Numerically, it has a radius of 21.20 Earth radii, a mass of 915.35 Earth masses, an orbital distance of 0.03 AU, and its star's effective temperature is 10170 K."
KOI-12 b,16.02887,3178.3,0.151,6820.0,0,"KOI-12 b is a gas giant much larger than Earth with an extremely massive planet. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 16.03 Earth radii, a mass of 3178.30 Earth masses, an orbital distance of 0.15 AU, and its star's effective temperature is 6820 K."
KOI-1257 b,10.54,460.83,0.382,5520.0,0,"KOI-1257 b is a gas giant much larger than Earth with an extremely massive planet. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 10.54 Earth radii, a mass of 460.83 Earth masses, an orbital distance of 0.38 AU, and its star's effective temperature is 5520 K."
KOI-13 b,16.948008,2949.4624,0.03641,7650.0,0,"KOI-13 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a very hot, blue star. Numerically, it has a radius of 16.95 Earth radii, a mass of 2949.46 Earth masses, an orbital distance of 0.04 AU, and its star's effective temperature is 7650 K."
KOI-134 b,12.03844527,346.43296363,0.363,6160.0,0,"KOI-134 b is a gas giant much larger than Earth with an extremely massive planet. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 12.04 Earth radii, a mass of 346.43 Earth masses, an orbital distance of 0.36 AU, and its star's effective temperature is 6160 K."
KOI-2513.01,2.80224517,7310.053361,0.5,5900.0,0,"KOI-2513.01 is a super-Earth or mini-Neptune with an extremely massive planet. It orbits at a distance comparable to Earth's orbit around a warmer, F-type star. Numerically, it has a radius of 2.80 Earth radii, a mass of 7310.05 Earth masses, an orbital distance of 0.50 AU, and its star's effective temperature is 5900 K."
KOI-3680 b,11.09691,613.4119,0.534,5830.0,0,"KOI-3680 b is a gas giant much larger than Earth with an extremely massive planet. It orbits at a distance comparable to Earth's orbit around a warmer, F-type star. Numerically, it has a radius of 11.10 Earth radii, a mass of 613.41 Earth masses, an orbital distance of 0.53 AU, and its star's effective temperature is 5830 K."
KOI-4777.01,0.51,99.2,0.008,3515.0,0,"KOI-4777.01 is similar in size to Earth with a very massive planet. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 0.51 Earth radii, a mass of 99.20 Earth masses, an orbital distance of 0.01 AU, and its star's effective temperature is 3515 K."
KOI-55 b,0.759,0.44,0.006,27730.0,0,"KOI-55 b is similar in size to Earth with a few times Earth's mass. It orbits very close to its star around a very hot, blue star. Numerically, it has a radius of 0.76 Earth radii, a mass of 0.44 Earth masses, an orbital distance of 0.01 AU, and its star's effective temperature is 27730 K."
KOI-55 c,0.867,0.655,0.0076,27730.0,0,"KOI-55 c is similar in size to Earth with a few times Earth's mass. It orbits very close to its star around a very hot, blue star. Numerically, it has a radius of 0.87 Earth radii, a mass of 0.66 Earth masses, an orbital distance of 0.01 AU, and its star's effective temperature is 27730 K."
KOI-94 b,1.71,10.5,0.05119,6182.0,0,"KOI-94 b is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 1.71 Earth radii, a mass of 10.50 Earth masses, an orbital distance of 0.05 AU, and its star's effective temperature is 6182 K."
KOI-94 c,4.32,15.6,0.1013,6182.0,0,"KOI-94 c is a Neptune-sized planet with significantly more massive than Earth. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 4.32 Earth radii, a mass of 15.60 Earth masses, an orbital distance of 0.10 AU, and its star's effective temperature is 6182 K."
KOI-94 d,11.27,106.0,0.1684,6182.0,0,"KOI-94 d is a gas giant much larger than Earth with an extremely massive planet. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 11.27 Earth radii, a mass of 106.00 Earth masses, an orbital distance of 0.17 AU, and its star's effective temperature is 6182 K."
KOI-94 e,6.56,35.0,0.3046,6182.0,0,"KOI-94 e is a Neptune-sized planet with a very massive planet. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 6.56 Earth radii, a mass of 35.00 Earth masses, an orbital distance of 0.30 AU, and its star's effective temperature is 6182 K."
KPS-1 b,11.54527,346.4347,0.0269,5165.0,0,"KPS-1 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 11.55 Earth radii, a mass of 346.43 Earth masses, an orbital distance of 0.03 AU, and its star's effective temperature is 5165 K."
Kepler-10 b,1.47,3.72,0.01685,5708.0,0,"Kepler-10 b is similar in size to Earth with a few times Earth's mass. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 1.47 Earth radii, a mass of 3.72 Earth masses, an orbital distance of 0.02 AU, and its star's effective temperature is 5708 K."
Kepler-10 b,1.47,3.24,0.01685,5708.0,0,"Kepler-10 b is similar in size to Earth with a few times Earth's mass. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 1.47 Earth radii, a mass of 3.24 Earth masses, an orbital distance of 0.02 AU, and its star's effective temperature is 5708 K."
Kepler-10 b,1.416,4.56,0.01684,5627.0,0,"Kepler-10 b is similar in size to Earth with a few times Earth's mass. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 1.42 Earth radii, a mass of 4.56 Earth masses, an orbital distance of 0.02 AU, and its star's effective temperature is 5627 K."
Kepler-10 b,1.47,3.33,0.01685,5708.0,0,"Kepler-10 b is similar in size to Earth with a few times Earth's mass. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 1.47 Earth radii, a mass of 3.33 Earth masses, an orbital distance of 0.02 AU, and its star's effective temperature is 5708 K."
Kepler-10 b,1.4807089,4.608535,0.0172,5627.0,0,"Kepler-10 b is similar in size to Earth with a few times Earth's mass. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 1.48 Earth radii, a mass of 4.61 Earth masses, an orbital distance of 0.02 AU, and its star's effective temperature is 5627 K."
Kepler-10 b,1.47,3.26,0.01685,5708.0,0,"Kepler-10 b is similar in size to Earth with a few times Earth's mass. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 1.47 Earth radii, a mass of 3.26 Earth masses, an orbital distance of 0.02 AU, and its star's effective temperature is 5708 K."
Kepler-10 b,1.46,4.6,0.01687,5643.0,0,"Kepler-10 b is similar in size to Earth with a few times Earth's mass. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 1.46 Earth radii, a mass of 4.60 Earth masses, an orbital distance of 0.02 AU, and its star's effective temperature is 5643 K."
Kepler-10 c,2.355,11.29,0.241,5708.0,0,"Kepler-10 c is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 2.35 Earth radii, a mass of 11.29 Earth masses, an orbital distance of 0.24 AU, and its star's effective temperature is 5708 K."
Kepler-10 c,2.227,20.0,0.2407,5627.0,0,"Kepler-10 c is a super-Earth or mini-Neptune with a very massive planet. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 2.23 Earth radii, a mass of 20.00 Earth masses, an orbital distance of 0.24 AU, and its star's effective temperature is 5627 K."
Kepler-10 c,2.35,13.98,0.241,5708.0,0,"Kepler-10 c is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 2.35 Earth radii, a mass of 13.98 Earth masses, an orbital distance of 0.24 AU, and its star's effective temperature is 5708 K."
Kepler-10 c,2.355,11.4,0.241,5708.0,0,"Kepler-10 c is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 2.35 Earth radii, a mass of 11.40 Earth masses, an orbital distance of 0.24 AU, and its star's effective temperature is 5708 K."
Kepler-101 b,5.77,51.1,0.0474,5667.0,0,"Kepler-101 b is a Neptune-sized planet with a very massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 5.77 Earth radii, a mass of 51.10 Earth masses, an orbital distance of 0.05 AU, and its star's effective temperature is 5667 K."
Kepler-101 c,1.25,3.78,0.0684,5667.0,0,"Kepler-101 c is similar in size to Earth with a few times Earth's mass. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 1.25 Earth radii, a mass of 3.78 Earth masses, an orbital distance of 0.07 AU, and its star's effective temperature is 5667 K."
Kepler-102 b,0.46,1.1,0.05521,4909.0,0,"Kepler-102 b is smaller than Earth with a few times Earth's mass. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 0.46 Earth radii, a mass of 1.10 Earth masses, an orbital distance of 0.06 AU, and its star's effective temperature is 4909 K."
Kepler-102 c,0.567,1.7,0.06702,4909.0,0,"Kepler-102 c is similar in size to Earth with a few times Earth's mass. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 0.57 Earth radii, a mass of 1.70 Earth masses, an orbital distance of 0.07 AU, and its star's effective temperature is 4909 K."
Kepler-102 d,1.154,3.0,0.08618,4909.0,0,"Kepler-102 d is similar in size to Earth with a few times Earth's mass. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 1.15 Earth radii, a mass of 3.00 Earth masses, an orbital distance of 0.09 AU, and its star's effective temperature is 4909 K."
Kepler-102 e,2.17,4.7,0.1162,4909.0,0,"Kepler-102 e is a super-Earth or mini-Neptune with a few times Earth's mass. It orbits in a close-in orbit around its star around a relatively cool, Sun-like star. Numerically, it has a radius of 2.17 Earth radii, a mass of 4.70 Earth masses, an orbital distance of 0.12 AU, and its star's effective temperature is 4909 K."
Kepler-102 f,0.861,4.3,0.1656,4909.0,0,"Kepler-102 f is similar in size to Earth with a few times Earth's mass. It orbits in a close-in orbit around its star around a relatively cool, Sun-like star. Numerically, it has a radius of 0.86 Earth radii, a mass of 4.30 Earth masses, an orbital distance of 0.17 AU, and its star's effective temperature is 4909 K."
Kepler-103 b,3.486,9.8,0.13223,6009.0,0,"Kepler-103 b is a Neptune-sized planet with significantly more massive than Earth. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 3.49 Earth radii, a mass of 9.80 Earth masses, an orbital distance of 0.13 AU, and its star's effective temperature is 6009 K."
Kepler-103 c,5.45,38.0,0.6639,6009.0,0,"Kepler-103 c is a Neptune-sized planet with a very massive planet. It orbits at a distance comparable to Earth's orbit around a warmer, F-type star. Numerically, it has a radius of 5.45 Earth radii, a mass of 38.00 Earth masses, an orbital distance of 0.66 AU, and its star's effective temperature is 6009 K."
Kepler-107 b,1.536,3.8,0.04544,5854.0,0,"Kepler-107 b is a super-Earth or mini-Neptune with a few times Earth's mass. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 1.54 Earth radii, a mass of 3.80 Earth masses, an orbital distance of 0.05 AU, and its star's effective temperature is 5854 K."
Kepler-107 b,1.536,3.51,0.04544,5854.0,0,"Kepler-107 b is a super-Earth or mini-Neptune with a few times Earth's mass. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 1.54 Earth radii, a mass of 3.51 Earth masses, an orbital distance of 0.05 AU, and its star's effective temperature is 5854 K."
Kepler-107 c,1.597,9.39,0.06064,5854.0,0,"Kepler-107 c is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 1.60 Earth radii, a mass of 9.39 Earth masses, an orbital distance of 0.06 AU, and its star's effective temperature is 5854 K."
